Year,Month,DayPeriod,Type,Operator,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity
2000,Jan,Evening,Beechcraft King Air C90,Top Air - Air Taxi,Land,Europe,Turkey,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,4,0,4,None Survived
1993,Aug,Afternoon,Beechcraft C-90,Air Taxi - Air Medical Leasing,Land,Europe,Georgia,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,4,0,4,None Survived
1977,Nov,Unknown,Britten-Norman BN-2A-8 Islander,Munz Northern Airlines,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,2,0,2,None Survived
2001,Aug,Unknown,Antonov 28,Victoria Airlines,Land,Unknown,Unknown,Unknown,Unknown,DemocratiRepubliCongo,Unknown,Unknown,No,Unknown,11,0,4,Partial Survived
1968,Apr,Afternoon,Boeing B-707-465,British Overseas Airways,Land,Europe,England,Unknown,Unknown,London,Unknown,Unknown,No,Takeoff,127,0,5,Partial Survived
1986,Jul,Unknown,Douglas C-47A,Military - Zimbabwe Air Force,Land,Africa,Mozambique,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,17,0,17,None Survived
2001,Jul,Morning,Ilyushin IL-76,Russ Air Transport Company,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived
1979,Feb,Unknown,Antonov 2PF,Aeropol,Land,Unknown,Unknown,Unknown,Unknown,Bosnia Herzegovina,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1927,Apr,Unknown,Douglas M-4,US Aerial Mail Service,Land,North America,United States,Unknown,Unknown,Indiana,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1992,Mar,Night,Fokker F-28 Fellowship 4000,USAir,Land,Unknown,New York,Unknown,Unknown,New York,Unknown,Unknown,No,Takeoff,51,0,27,Partial Survived
1979,Mar,Morning,Hawker Siddeley Trident 2E,CAAC,Land,Asia,China,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,12,32,12,None Survived
1974,Aug,Unknown,Vickers Viscount 749,Linea Aeropostal Venezolana,Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,49,0,48,Partial Survived
2003,Jul,Evening,Mitsubishi MU 2B 35,Heringer Air Taxi,Land,South America,Brazil,Unknown,Unknown,Para,Weather,Thunderstorm,No,Landing,4,0,4,None Survived
1983,Oct,Unknown,Embraer 110C Bandeirante,TAM Lineas Aéreas Regional,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,15,0,7,Partial Survived
1967,Jul,Evening,Fokker F-27 Friendship 100,Philippine Air Lines,Land,Asia,Philippines,Unknown,Unknown,Unknown,Human Error,Rain,No,Unknown,21,0,21,None Survived
1934,May,Morning,Liore-et-Olivier 213,Air France,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1955,Apr,Unknown,de Havilland DH-114 Heron 1B,Union des Transportes Aeriens,Land,Unknown,Unknown,Unknown,Unknown,Cameroons,Unknown,Unknown,No,En Route,14,0,12,Partial Survived
2002,Dec,Unknown,Britten-Norman BN-2A-26 Islander,Island Airways Ltd.,Land,Oceania,Papua New Guinea,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,0,8,None Survived
1967,Mar,Morning,MD Douglas DC-9-15 / Beechcraft Baron-55,Trans World Airlines / Private,Land,North America,United States,Unknown,Unknown,Ohio,External,Unknown,No,Unknown,26,0,26,None Survived
1995,Jul,Unknown,de Havilland Canada DHC-6 Twin Otter 300,Merpati Nusantara Airlines,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Weather,Rain,No,Takeoff,18,0,1,Partial Survived
1982,Feb,Afternoon,de Havilland DHC -6-100,Pilgrim Airlines,Land,North America,United States,Unknown,Unknown,Rhode Island,Unknown,Unknown,No,Landing,12,0,1,Partial Survived
1964,Mar,Night,Vickers Viscount 785D,Alitalia,Land,Europe,Italy,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,45,0,45,None Survived
1992,Sep,Evening,Lockheed C-130H,Military - Federal Nigerian Air Force,Land,Africa,Nigeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,158,0,158,None Survived
1948,Feb,Unknown,Douglas C-47-DL,Società Aerea Teseo,Land,Europe,Italy,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,10,0,7,Partial Survived
1946,Jun,Morning,Douglas C-54D-DC (DC-4),Military - U.S. Army Air Forces,Land,North America,Panama,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,23,0,23,None Survived
1937,Jan,Morning,Boeing 247B,Western Air Express,Land,North America,United States,Unknown,Unknown,California,Weather,Fog,No,Unknown,13,0,5,Partial Survived
2000,Oct,Afternoon,Canadair CL-600-2B16 Challenger 604,Bombardier Aerospace,Land,North America,United States,Unknown,Unknown,Kansas,Unknown,Unknown,No,Takeoff,3,0,2,Partial Survived
1939,Jan,Unknown,Douglas DC-2-115B,Swissair,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,5,Partial Survived
1986,Aug,Night,Cessna 441 Conquest,Denver Air Center,Land,North America,United States,Unknown,Unknown,Wyoming,Weather,Rain,No,Unknown,7,0,7,None Survived
1931,Mar,Unknown,Avro 10,Australian National Airways,Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,0,8,None Survived
1957,Nov,Morning,Bristol 170 Freighter 31,Straits Air Freight Express,Land,Oceania,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1966,Jan,Afternoon,Beechcraft B95A,Devener Flying Service - Taxi,Land,North America,United States,Unknown,Unknown,Pennsylvania,Unknown,Unknown,No,Landing,3,0,3,None Survived
1970,Feb,Evening,de Havilland Canada DHC-6 Twin Otter 100,Pilgrim Airlines,Watery,North America,United States,Gulf,"Island Sound,",Connecticut,Unknown,Unknown,No,Unknown,5,0,5,None Survived
1960,Sep,Night,Vickers Viscount 837,Austrian Airlines,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,37,0,31,Partial Survived
1988,Oct,Night,Boeing B-707-338C,Uganda Airlines,Land,Europe,Italy,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,52,0,33,Partial Survived
1966,Nov,Evening,NAMC-YS-11-111,All Nippon Airways,Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,50,0,50,None Survived
1936,Dec,Morning,Latécoère 300,Air France,Land,Unknown,Unknown,Unknown,Unknown,French West Africa,Unknown,Unknown,No,Unknown,5,0,5,None Survived
2000,Mar,Morning,Yakovlev YAK-40,Vologodskiye Airlines,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,9,None Survived
1975,Nov,Unknown,Antonov AN-24,Aeroflot,Land,Europe,Soviet Union,Unknown,Unknown,Ukraine,Unknown,Unknown,No,Unknown,19,0,19,None Survived
2003,Feb,Morning,Fokker F-27 Friendship 200,Military - Pakistan Air Force,Land,Asia,Pakistan,Unknown,Unknown,Unknown,Human Error,Unknown,No,Unknown,17,0,17,None Survived
1925,Jul,Unknown,Breguet 14,Lignes Aeriennes Latecoere,Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1949,Dec,Night,Douglas DC-3,Pakair,Land,Asia,Pakistan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,26,0,26,None Survived
1997,Oct,Unknown,Lockheed C-130H Hercules,Military - Republiof China Air Force,Land,Asia,Taiwan,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,5,0,5,None Survived
1978,Oct,Unknown,Yakovlev YAK-40,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,38,0,38,None Survived
1986,Feb,Unknown,Lockheed L-188AF Electra,GLM Aviation,Land,Unknown,Unknown,Unknown,Unknown,Zaire,Unknown,Unknown,No,Landing,14,0,2,Partial Survived
1957,Oct,Unknown,Fairchild C-82A,Transportes Aereos Mexicanos,Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,3,0,3,None Survived
1982,Aug,Unknown,LeT 410UVP Turbojet / Tupolev TU-134V,Aeroflot / Aeroflot,Land,Europe,Soviet Union,Unknown,Unknown,Georgia,External,Unknown,No,Unknown,11,0,11,None Survived
1928,Feb,Unknown,Boeing 40,Boeing Air Transport,Land,North America,United States,Unknown,Unknown,Nebraska,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived
1972,Aug,Unknown,Ilyushin IL-18,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,101,0,101,None Survived
1938,May,Night,Lockheed 14-H2 Super Electra,Northwest Orient Airlines,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,9,0,9,None Survived
1988,Oct,Morning,Fokker F-27 Friendship 100,Vayudoot,Land,Asia,India,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,34,0,34,None Survived
1972,May,Night,McDonnell Douglas DC-8-43,Alitalia,Land,Europe,Italy,Unknown,Unknown,Sicily,Unknown,Unknown,No,Landing,115,0,115,None Survived
1928,Apr,Unknown,Rohrbach Roland,Iberia Airlines,Land,Europe,Spain,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,9,0,9,None Survived
1988,Jun,Unknown,Lockheed C-130E Hercules,Military - U.S. Air Force,Land,North America,United States,Unknown,Unknown,Mississippi,Unknown,Unknown,No,Landing,6,0,6,None Survived
1964,Jun,Night,Douglas DC-3,TASSA,Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,28,0,1,Partial Survived
1951,Jul,Unknown,Douglas DC-3,Loide Aereo Nacional,Land,South America,Brazil,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,33,0,33,None Survived
1967,May,Unknown,Curtiss C-46T,Nordair,Land,North America,Canada,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,4,0,4,None Survived
2008,Jun,Morning,Antonov 12BK,Juba Air Cargo,Land,Africa,Sudan,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,8,0,7,Partial Survived
1973,Oct,Unknown,Britten-Norman BN-2A-6 Islander,CATA,Land,Unknown,Sainte Lucia Island,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,4,0,4,None Survived
2007,Sep,Unknown,Let 410,Karibu Airways,Land,Unknown,Unknown,Unknown,Unknown,DR Congo,Unknown,Unknown,No,Unknown,6,0,1,Partial Survived
1986,May,Unknown,Lockheed L-1011-100,Air Lanka,Land,Asia,Sri Lanka,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,150,0,22,Partial Survived
1979,Apr,Unknown,Grumman G-21 Goose,Catalina Airlines,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,11,0,1,Partial Survived
1971,Jan,Unknown,Fokker F-27 Friendship 500,Korean Airlines,Land,Asia,South Korea,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,60,0,2,Partial Survived
1947,Nov,Unknown,Douglas DC-6,American Airlines,Land,North America,United States,Unknown,Unknown,New Mexico,Unknown,Unknown,No,Unknown,25,0,0,All Survived
1964,Sep,Evening,Douglas C-47,Military - Royal Thai Air Force,Land,Asia,Thailand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,34,0,28,Partial Survived
1951,Dec,Afternoon,Douglas C-47D,Military - U.S. Air Force,Land,North America,United States,Unknown,Unknown,Arizona,Unknown,Unknown,No,En Route,28,0,28,None Survived
1977,May,Afternoon,Cessna 185,Intracostals - Air Taxi,Land,North America,United States,Unknown,Unknown,Louisiana,Weather,Rain,No,Landing,3,0,3,None Survived
1974,Aug,Unknown,de Havilland Canada DHC-5 Buffalo,Military - Canadian Air Force,Land,Asia,Syria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,9,None Survived
1994,Sep,Morning,BAC One-Eleven 515FB,Oriental Airlines,Land,Africa,Algeria,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,39,0,5,Partial Survived
1980,Jan,Night,Cessna 441 Conquest,Private charter,Watery,Unknown,Unknown,Ocean,The Atlantiocean,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1953,Oct,Night,Lockheed 749A Constellation,Eastern Air Lines,Land,North America,United States,Unknown,Unknown,New York,Weather,Fog,No,Unknown,27,0,2,Partial Survived
1975,Nov,Evening,Lockheed C-130 Hercules,Military - Israel  Air Force,Land,Africa,Egypt,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,20,0,20,None Survived
1968,Aug,Unknown,de Havilland Canada DHC-3 Otter,Westwing,Land,Europe,Norway,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,6,0,5,Partial Survived
1989,Jul,Afternoon,McDonnell Douglas DC-10-10,United Air Lines,Land,North America,United States,Unknown,Unknown,Iowa,Unknown,Unknown,No,Landing,298,0,112,Partial Survived
1954,Jun,Unknown,Douglas C-47A,Sabena,Land,Europe,Slovenia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,1,Partial Survived
1983,Jan,Night,McDonnell Douglas DC-8-54F37,United Air Lines,Land,North America,United States,Unknown,Unknown,Michigan,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1981,Oct,Evening,Fokker F-28 Fellowship 4000,NLM (Nederlandse Luchtvaart Maatschappij),Land,Europe,Netherlands,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,17,None Survived
1970,Mar,Afternoon,Beechcraft C-45H,Commuter Airline - Air Taxi,Land,North America,United States,Unknown,Unknown,New York,Weather,Snow,No,Unknown,11,0,3,Partial Survived
1975,Jul,Unknown,Douglas C-47,Military - Chilian Air Force,Land,Unknown,Unknown,Unknown,Unknown,Chili,Unknown,Unknown,No,Unknown,10,0,10,None Survived
1949,Nov,Afternoon,Douglas C-47A,Aero Holland,Land,Europe,Norway,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,35,0,34,Partial Survived
1922,Oct,Unknown,de Havilland DH-9,Unknown,Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1958,Aug,Night,Lockheed 1049H Super Constellation,KLM Royal Dutch Airlines,Watery,Unknown,Unknown,Ocean,"North Atlantiocean,",Unknown,Unknown,Unknown,No,En Route,99,0,99,None Survived
1936,Apr,Unknown,Fokker F-VII,Sabena,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1976,Apr,Unknown,Hawker Siddeley HS-748 2,Yacimientos Petroliferos Fiscales,Land,South America,Argentina,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,34,0,34,None Survived
1966,Nov,Afternoon,Ilyushin IL-18B,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,Land,Unknown,Unknown,Unknown,Unknown,Czechoslovakia,Weather,Rain,No,Takeoff,82,0,82,None Survived
1953,Mar,Unknown,Convair CV-240-7,Orient Airways,Land,Asia,India,Unknown,Unknown,Unknown,Weather,Unknown,No,En Route,16,0,16,None Survived
1992,Jul,Afternoon,Shorts SC-7 Skyvan 3A-200,ArctiCircle Air Service,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Takeoff,1,0,1,None Survived
2004,Sep,Morning,CH-47D Chinook,Military - Greek Army,Land,Europe,Greece,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,17,None Survived
1961,Sep,Unknown,Douglas DC-3,Ethiopian Airlines,Land,Africa,Ethiopia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,19,0,5,Partial Survived
1932,Mar,Night,Stinson SM-6000B,Century Air Lines,Land,North America,United States,Unknown,Unknown,Illinois,Unknown,Unknown,No,Landing,5,0,2,Partial Survived
1949,Feb,Unknown,Douglas DC-3,Cathay PacifiAirways,Land,Asia,Hong Kong,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,23,0,23,None Survived
1983,Nov,Afternoon,Beechcraft B-100,Air Taxi,Land,North America,United States,Unknown,Unknown,Texas,Unknown,Unknown,No,Landing,8,0,8,None Survived
1938,Jul,Afternoon,Curtiss-Wright Hawk,Military - Colombian Army,Land,Unknown,Bogota Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,52,1,None Survived
1968,Nov,Night,McDonnell Douglas DC-8-62,Japan Air Lines,Land,North America,United States,Unknown,Unknown,California,Weather,Rain,No,Landing,107,0,0,All Survived
1999,Sep,Night,Embraer 110 Bandeirante,Norte Jet Táxi Aéreo,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,2,0,2,None Survived
1932,Jan,Unknown,Stinson SM-6000B,Century PacifiLines,Land,North America,United States,Unknown,Unknown,California,Weather,Snow,No,Unknown,8,0,8,None Survived
1931,Feb,Unknown,Desoutter II,Dominion Air Lines,Land,Oceania,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1968,Apr,Morning,Bell UH-1H / Bell UH-1H (helicopter),Military - U.S. Army / Military - U.S. Army,Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,External,Unknown,No,Unknown,26,0,26,None Survived
1989,Sep,Unknown,de Havilland Canada DHC-6 Twin Otter 300,Merpati Nusantara Airlines,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,22,0,22,None Survived
1997,Aug,Afternoon,Cessna 180K,Private,Land,North America,Canada,Unknown,Unknown,Quebec,Weather,Rain,No,Unknown,2,0,2,None Survived
1985,Sep,Morning,Antonov AN-26,Ariana Afghan Airlines,Land,Asia,Afghanistan,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,52,0,52,None Survived
1967,Feb,Afternoon,Lockheed L-188C Electra,Garuda Indonesia Airlines,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,63,0,22,Partial Survived
1979,May,Evening,de Havilland Canada DHC-4A Caribou,Sea Airmotive,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Takeoff,3,0,3,None Survived
1974,Feb,Unknown,MDonnell Dougals DC-9,Delta Air Lines,Land,North America,United States,Unknown,Unknown,Maryland,Unknown,Unknown,No,Unknown,15,0,1,Partial Survived
1963,Aug,Unknown,de Havilland DH-114 Heron,Fujita Koku Kabushki Kai,Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,19,0,19,None Survived
1958,Oct,Unknown,Lockheed WV-2 Super Constellation,Military - U.S. Navy,Watery,North America,Canada,Gulf,"Placentia Bay,",Unknown,Unknown,Unknown,No,Unknown,29,0,11,Partial Survived
1973,Sep,Afternoon,Cessna 310H,Wicks Flying Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Kentucky,Weather,Unknown,No,En Route,4,0,4,None Survived
1970,Jan,Night,Convair CV-990-30A-5,Spantax,Land,Europe,Sweden,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,10,0,5,Partial Survived
2004,Aug,Morning,Cessna 208B Grand Caravan,Transworld Safaris,Land,Unknown,Unknown,Unknown,Unknown,DemocratiRepubliCongo,Weather,Unknown,No,Unknown,3,0,3,None Survived
1945,Jan,Unknown,Stinson Model A,Australian National Airways,Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived
1948,Jan,Morning,Douglas DC-3,Coastal Air Lines,Land,Europe,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,27,0,18,Partial Survived
1976,Aug,Afternoon,Beechcraft S35,Mamer - Shreck  - Air Taxi,Land,North America,United States,Unknown,Unknown,Vermont,Weather,Rain,No,Unknown,4,0,3,Partial Survived
2001,Jan,Night,Douglas C-47A-30-DK (DC-3C),MajestiAir Cargo,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Rain,No,En Route,2,0,2,None Survived
1987,Oct,Unknown,Antonov An-12B,MAP,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,9,None Survived
1962,May,Evening,Convair CV-240-0,Cruzeiro,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,25,0,23,Partial Survived
1937,May,Unknown,Heinkel He-70,Deutsche Lufthansa,Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,4,0,4,None Survived
1932,Mar,Unknown,Boeing 95,National Air Transport,Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,Unknown,1,0,1,None Survived
2006,Jan,Afternoon,Antonov 12,Service Air,Land,Africa,Uganda,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Takeoff,6,0,6,None Survived
1935,May,Night,Tupolev ANT-20 / I-5,Gor'ky Eskadril'ya,Land,Europe,Russia,Unknown,Unknown,Unknown,Human Error,Unknown,No,Unknown,50,2,50,None Survived
1947,May,Evening,Douglas C-54B-15-DO,Eastern Air Lines,Land,North America,United States,Unknown,Unknown,Maryland,Unknown,Unknown,No,Landing,53,0,53,None Survived
1963,Jun,Afternoon,Fairchild C-119,Military - Royal Belgian Air Force,Land,Unknown,Unknown,Unknown,Unknown,West Germany,Unknown,Unknown,No,Unknown,47,0,38,Partial Survived
1959,Sep,Night,Douglas DC-7C,T.A. Intercontinentaux (France),Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,65,0,53,Partial Survived
1989,Dec,Unknown,Cessna 207 / Cessna 207,Air Fiordland,Watery,Unknown,Unknown,Gulf,Milford Sound,Unknown,External,Unknown,No,Unknown,5,0,5,None Survived
1944,Apr,Unknown,Junkers JU-52/3m,Deutsche Lufthansa,Land,Europe,Yugoslavia,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,7,0,5,Partial Survived
1928,Jan,Unknown,Breguet 14,Aeropostale,Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1980,Apr,Morning,Hawker Siddeley HS-748-2,Thai Airways,Land,Asia,Thailand,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,53,0,44,Partial Survived
1991,Oct,Night,Bell 206B helicopter,Corporate Mobility Inc. - Private,Land,North America,United States,Unknown,Unknown,California,Weather,Rain,No,Unknown,3,0,3,None Survived
1954,Feb,Morning,Convair CV-240,Western Airlines,Land,North America,United States,Unknown,Unknown,Wyoming,Weather,Unknown,No,Unknown,9,0,9,None Survived
1955,Sep,Night,Canadair C-4,British Overseas Airways,Land,Africa,Libya,Unknown,Unknown,Unknown,Human Error,Unknown,No,Landing,47,0,15,Partial Survived
